index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_value,profit_value,status,week,month,year,season,road,house_number,city,county,state,season_median,sell_price,increase_percent)
19604,1928300350,2014-12-22,570000.0,3,1,1370,3300,2,0,0,5,7,1370,0,1927,0,98105,47.6714,-122.32,1560,3927,675000.0,171000.0,Buy,52,12,2014,fall,Northeast 151st Street,863,NA,King County,Washington,655000.0,741000.0,30.0
19605,6746700565,2014-10-23,447000.0,2,1,850,2700,1,0,0,5,6,850,0,1924,0,98105,47.6684,-122.316,1630,3000,675000.0,134100.0,Buy,43,10,2014,fall,12th Avenue Northeast,14849,NA,King County,Washington,655000.0,581100.0,30.0
19606,8827900560,2014-10-31,655000.0,3,2,1820,4480,1,0,0,5,7,1120,700,1923,0,98105,47.6717,-122.295,1920,4480,675000.0,65500.0,Buy,44,10,2014,fall,Northeast 149th Street,3028,NA,King County,Washington,655000.0,720500.0,10.0
19609,3589500260,2014-11-11,550000.0,4,2,2100,4500,1,0,0,5,7,1060,1040,1924,0,98105,47.6699,-122.317,1920,3900,675000.0,165000.0,Buy,46,11,2014,fall,11th Avenue Northeast,15129,NA,King County,Washington,655000.0,715000.0,30.0
19610,9191200435,2014-11-13,471000.0,4,1,1450,3750,1,0,0,4,7,950,500,1925,0,98105,47.6706,-122.3,1850,4000,675000.0,141300.0,Buy,46,11,2014,fall,Northeast 150th Street,2646,NA,King County,Washington,655000.0,612300.0,30.0
19612,9550202700,2014-12-11,460000.0,2,1,1390,4160,1,0,0,5,6,790,600,1916,0,98105,47.6681,-122.324,1090,4160,675000.0,138000.0,Buy,50,12,2014,fall,Northeast 151st Street,475,NA,King County,Washington,655000.0,598000.0,30.0
19616,9191200380,2014-12-22,550000.0,4,2,1540,5000,1,0,0,4,7,1540,0,1913,0,98105,47.6713,-122.3,1790,4000,675000.0,165000.0,Buy,52,12,2014,fall,Northeast 150th Street,2646,NA,King County,Washington,655000.0,715000.0,30.0
19617,9550204450,2014-12-19,651000.0,3,1,1890,4400,1,0,0,5,7,1890,0,1919,0,98105,47.6662,-122.326,1620,4080,675000.0,195300.0,Buy,51,12,2014,fall,Northeast 151st Street,305,NA,King County,Washington,655000.0,846300.0,30.0
19621,2436700395,2014-10-23,621000.0,3,1,1340,4000,1,0,0,4,7,1340,0,1927,0,98105,47.6652,-122.288,1510,4000,675000.0,186300.0,Buy,43,10,2014,fall,39th Avenue Northeast,14899,NA,King County,Washington,655000.0,807300.0,30.0
19627,2313900510,2014-10-28,532500.0,3,1,1330,5000,2,0,0,4,7,1210,120,1909,0,98116,47.5724,-122.384,1500,4000,565500.0,53250.0,Buy,44,10,2014,fall,NA,NA,NA,King County,Washington,528000.0,585750.0,10.0
19628,952002765,2014-11-14,460000.0,4,1,1720,3050,1,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100,565500.0,138000.0,Buy,46,11,2014,fall,NA,NA,NA,King County,Washington,528000.0,598000.0,30.0
19629,952005224,2014-11-05,409000.0,2,1,890,3271,1,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,565500.0,122700.0,Buy,45,11,2014,fall,NA,NA,NA,King County,Washington,528000.0,531700.0,30.0
19631,2600300110,2014-12-02,555000.0,4,1,2350,6200,1,0,0,4,7,1410,940,1946,0,98116,47.559,-122.397,1800,6150,565500.0,55500.0,Buy,49,12,2014,fall,NA,NA,Seattle,King County,Washington,528000.0,610500.0,10.0
19632,7905200037,2014-11-19,515000.0,3,1,1810,5733,1,0,0,4,7,1010,800,1926,0,98116,47.5709,-122.388,1260,4680,565500.0,154500.0,Buy,47,11,2014,fall,NA,NA,NA,King County,Washington,528000.0,669500.0,30.0
19643,7905200381,2014-10-28,483000.0,2,1,1400,4720,1,0,0,4,7,820,580,1927,0,98116,47.5705,-122.392,1330,6786,565500.0,144900.0,Buy,44,10,2014,fall,NA,NA,NA,King County,Washington,528000.0,627900.0,30.0
19648,513000445,2014-11-11,554950.0,4,1,1740,4816,1,0,0,5,7,870,870,1942,0,98116,47.5758,-122.382,1210,5074,565500.0,55495.0,Buy,46,11,2014,fall,NA,NA,NA,King County,Washington,528000.0,610445.0,10.0
19649,3389900800,2014-10-22,395000.0,2,1,1400,2500,1,0,0,5,7,710,690,1916,0,98116,47.5628,-122.391,1250,5700,565500.0,118500.0,Buy,43,10,2014,fall,NA,NA,NA,King County,Washington,528000.0,513500.0,30.0
19660,7579200715,2014-12-05,400000.0,3,1,1860,5750,1,0,0,5,6,1300,560,1918,0,98116,47.5586,-122.383,1550,5750,565500.0,120000.0,Buy,49,12,2014,fall,NA,NA,NA,King County,Washington,528000.0,520000.0,30.0
19662,9278200095,2014-12-17,465000.0,3,1,900,8690,1,0,0,5,6,900,0,1941,0,98116,47.5751,-122.393,1000,6150,565500.0,139500.0,Buy,51,12,2014,fall,NA,NA,NA,King County,Washington,528000.0,604500.0,30.0
19675,4040800810,2014-05-02,420000.0,3,2,2000,8030,1,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250,545000.0,126000.0,Buy,18,5,2014,spring,Northeast 152nd Street,16913,NA,King County,Washington,545000.0,546000.0,30.0
19677,4039100400,2015-05-06,515000.0,3,2,3000,8250,1,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.112,2040,8250,545000.0,154500.0,Buy,19,5,2015,spring,Northeast 152nd Street,17125,NA,King County,Washington,545000.0,669500.0,30.0
19682,4036800805,2014-05-13,523000.0,3,1,1240,7735,1,0,0,4,7,1240,0,1957,0,98008,47.601,-122.122,1260,7500,545000.0,156900.0,Buy,20,5,2014,spring,Northeast 153rd Street,16239,NA,King County,Washington,545000.0,679900.0,30.0
19683,4040800090,2014-05-06,390000.0,3,1,1260,6500,1,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,1500,7700,545000.0,117000.0,Buy,19,5,2014,spring,Northeast 151st Place,16766,NA,King County,Washington,545000.0,507000.0,30.0
19684,4037200735,2015-04-14,430000.0,4,1,2070,9120,1,0,0,4,7,1250,820,1958,0,98008,47.6045,-122.123,1650,8400,545000.0,129000.0,Buy,16,4,2015,spring,Northeast 153rd Street,16115,NA,King County,Washington,545000.0,559000.0,30.0
19685,4040800600,2014-06-09,502000.0,3,1,1300,8800,1,0,0,4,8,1300,0,1963,0,98008,47.6199,-122.116,1350,8800,545000.0,150600.0,Buy,24,6,2014,spring,Northeast 151st Place,16766,NA,King County,Washington,545000.0,652600.0,30.0
19690,259600280,2015-04-06,400000.0,4,2,1420,9301,1,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.121,1530,8075,545000.0,120000.0,Buy,15,4,2015,spring,163rd Place Northeast,15218,NA,King County,Washington,545000.0,520000.0,30.0
19692,4036800170,2014-06-23,453000.0,4,1,2120,7420,1,0,0,4,7,1060,1060,1956,0,98008,47.6019,-122.13,1540,7420,545000.0,135900.0,Buy,26,6,2014,spring,Northeast 153rd Street,15661,NA,King County,Washington,545000.0,588900.0,30.0
19701,3625059140,2014-05-07,515000.0,3,1,1580,9147,1,0,1,4,7,1210,370,1967,0,98008,47.6069,-122.112,2600,23564,545000.0,154500.0,Buy,19,5,2014,spring,Northeast 152nd Street,17125,NA,King County,Washington,545000.0,669500.0,30.0
19711,4036801245,2014-05-22,385000.0,3,1,1250,7300,1,0,0,4,7,1250,0,1956,0,98008,47.6032,-122.125,1540,7400,545000.0,115500.0,Buy,21,5,2014,spring,Northeast 153rd Street,16033,NA,King County,Washington,545000.0,500500.0,30.0
19713,259800640,2014-06-09,500000.0,4,1,2240,9886,1,0,0,4,7,2240,0,1965,0,98008,47.6294,-122.116,1540,8040,545000.0,150000.0,Buy,24,6,2014,spring,Northeast 151st Place,16766,NA,King County,Washington,545000.0,650000.0,30.0
19715,4037500335,2014-06-06,455000.0,4,2,1740,8449,1,0,0,4,7,1170,570,1958,0,98008,47.6079,-122.123,1980,11175,545000.0,136500.0,Buy,23,6,2014,spring,Northeast 153rd Street,16115,NA,King County,Washington,545000.0,591500.0,30.0
19717,4037000160,2014-06-15,506000.0,5,3,2430,8000,1,0,0,4,7,1370,1060,1957,0,98008,47.603,-122.12,1770,8000,545000.0,151800.0,Buy,24,6,2014,spring,164th Avenue Northeast,15128,NA,King County,Washington,545000.0,657800.0,30.0
19719,9557300560,2014-05-08,530000.0,3,1,1980,6760,1,0,0,4,8,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,545000.0,159000.0,Buy,19,5,2014,spring,Northeast 152nd Street,17019,NA,King County,Washington,545000.0,689000.0,30.0
19720,259800060,2014-06-06,445000.0,4,2,1470,8395,1,0,0,4,7,1470,0,1965,0,98008,47.631,-122.117,1760,7976,545000.0,133500.0,Buy,23,6,2014,spring,Northeast 151st Place,16720,NA,King County,Washington,545000.0,578500.0,30.0
19722,3298200320,2014-06-24,445000.0,4,1,1250,7400,1,0,0,5,6,1250,0,1959,0,98008,47.62,-122.12,990,7600,545000.0,133500.0,Buy,26,6,2014,spring,164th Avenue Northeast,15128,NA,King County,Washington,545000.0,578500.0,30.0
19724,7922800160,2014-05-09,511555.0,3,2,1400,7293,1,0,0,4,7,1400,0,1963,0,98008,47.586,-122.12,1600,7960,545000.0,153466.5,Buy,19,5,2014,spring,164th Avenue Northeast,15128,NA,King County,Washington,545000.0,665021.5,30.0
19725,4038500330,2015-04-07,432000.0,3,1,1550,8134,1,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.121,1360,8000,545000.0,129600.0,Buy,15,4,2015,spring,163rd Place Northeast,15218,NA,King County,Washington,545000.0,561600.0,30.0
19736,1952000150,2014-05-06,530000.0,5,2,2910,9636,1,0,0,4,7,1690,1220,1964,0,98008,47.5803,-122.119,2830,10385,545000.0,159000.0,Buy,19,5,2014,spring,166th Place Northeast,15153,NA,King County,Washington,545000.0,689000.0,30.0
19741,4037000080,2014-06-15,416000.0,3,1,1110,12150,1,0,0,4,7,1110,0,1957,0,98008,47.6034,-122.122,1490,8200,545000.0,124800.0,Buy,24,6,2014,spring,Northeast 153rd Street,16239,NA,King County,Washington,545000.0,540800.0,30.0
19744,8563030500,2015-03-30,539950.0,3,1,1820,9875,1,0,0,4,8,1820,0,1966,0,98008,47.6243,-122.094,2670,10000,545000.0,161985.0,Buy,14,3,2015,spring,Brook Trails Trail #19,NA,NA,King County,Washington,545000.0,701935.0,30.0
19746,8563000110,2015-04-24,427000.0,4,1,1460,9750,1,0,0,4,7,1460,0,1967,0,98008,47.6205,-122.102,1820,9840,545000.0,128100.0,Buy,17,4,2015,spring,Northeast 154th Street,17887,NA,King County,Washington,545000.0,555100.0,30.0
19758,8563000520,2014-10-29,529219.0,4,2,1990,7610,1,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198,545000.0,52921.90000000002,Buy,44,10,2014,fall,177th Place Northeast,15100,NA,King County,Washington,529219.0,582140.9,10.000000000000005
19760,3298201290,2014-12-24,370000.0,3,1,940,7910,1,0,0,4,6,940,0,1959,0,98008,47.6181,-122.117,1000,7700,545000.0,111000.0,Buy,52,12,2014,fall,Northeast 151st Place,16720,NA,King County,Washington,529219.0,481000.0,30.0
19763,8857320260,2014-11-05,462000.0,3,2,1890,2614,2,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.114,1800,2769,545000.0,138600.0,Buy,45,11,2014,fall,Northeast 152nd Street,16913,NA,King County,Washington,529219.0,600600.0,30.0
19768,7922900380,2014-10-30,538000.0,3,1,1770,8050,1,0,0,4,7,1020,750,1963,0,98008,47.5862,-122.118,2000,7875,545000.0,53800.0,Buy,44,10,2014,fall,166th Place Northeast,15153,NA,King County,Washington,529219.0,591800.0,10.0
19775,8563000770,2014-12-10,490000.0,3,1,1510,8433,1,0,0,4,7,1220,290,1967,0,98008,47.6226,-122.103,1950,8199,545000.0,147000.0,Buy,50,12,2014,fall,177th Place Northeast,15100,NA,King County,Washington,529219.0,637000.0,30.0
19776,4036800370,2014-11-03,455000.0,4,2,1320,7000,1,0,0,4,7,1320,0,1956,0,98008,47.6007,-122.127,1550,8610,545000.0,136500.0,Buy,45,11,2014,fall,159th Avenue Northeast,15086,NA,King County,Washington,529219.0,591500.0,30.0
19779,8857320030,2014-11-07,515000.0,3,2,1810,2738,2,0,0,4,9,1810,0,1979,0,98008,47.6112,-122.115,1760,2754,545000.0,154500.0,Buy,45,11,2014,fall,Northeast 152nd Street,16805,NA,King County,Washington,529219.0,669500.0,30.0
19781,4038400040,2014-11-24,520000.0,3,2,1670,8800,1,0,0,4,7,1150,520,1961,0,98008,47.6096,-122.132,2020,8250,545000.0,156000.0,Buy,48,11,2014,fall,155th Avenue Northeast,15294,NA,King County,Washington,529219.0,676000.0,30.0
19788,4040800050,2014-11-19,415000.0,3,1,1090,8400,1,0,0,4,7,1090,0,1966,0,98008,47.6219,-122.115,1320,8400,545000.0,124500.0,Buy,47,11,2014,fall,Northeast 152nd Street,16805,NA,King County,Washington,529219.0,539500.0,30.0
19789,4038200480,2014-12-01,480000.0,3,1,1160,8800,1,0,0,4,7,1160,0,1959,0,98008,47.6112,-122.128,1750,8400,545000.0,144000.0,Buy,49,12,2014,fall,Northeast 153rd Street,15841,NA,King County,Washington,529219.0,624000.0,30.0
19795,4037200690,2014-12-08,458450.0,4,1,1330,9715,1,0,0,4,7,970,360,1957,0,98008,47.6038,-122.122,1590,8400,545000.0,137535.0,Buy,50,12,2014,fall,Northeast 153rd Street,16239,NA,King County,Washington,529219.0,595985.0,30.0
19797,6189600040,2014-11-17,443000.0,3,1,1810,7950,1,0,0,4,7,1810,0,1968,0,98008,47.6236,-122.117,1680,7725,545000.0,132900.0,Buy,47,11,2014,fall,Northeast 151st Place,16720,NA,King County,Washington,529219.0,575900.0,30.0
19799,224059021,2014-12-19,450000.0,3,1,1150,35415,1,0,0,4,7,1010,140,1950,0,98008,47.5974,-122.129,2460,11781,545000.0,135000.0,Buy,51,12,2014,fall,Northeast 153rd Street,15727,NA,King County,Washington,529219.0,585000.0,30.0
19834,1446403850,2014-09-16,118125.0,2,1,790,7153,1,0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,237000.0,35437.5,Buy,38,9,2014,summer,Northeast 151st Street,475,NA,King County,Washington,237000.0,153562.5,30.0
19836,179000100,2014-08-26,174000.0,2,1,600,4854,1,0,0,5,6,600,0,1922,0,98168,47.4927,-122.28,1470,5000,237000.0,52200.0,Buy,35,8,2014,summer,Beach Drive Northeast,NA,NA,King County,Washington,237000.0,226200.0,30.0
19837,3028200100,2014-08-26,216000.0,2,1,860,9000,1,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975,237000.0,64800.0,Buy,35,8,2014,summer,12th Avenue Northeast,14849,NA,King County,Washington,237000.0,280800.0,30.0
19857,985000833,2014-09-10,209977.0,3,1,1170,6134,1,0,0,4,7,1170,0,1948,0,98168,47.4941,-122.312,1440,9823,237000.0,62993.09999999998,Buy,37,9,2014,summer,Northeast 152nd Street,NA,NA,King County,Washington,237000.0,272970.1,29.99999999999999
19874,1723049008,2014-08-22,200000.0,2,1,930,8665,1,0,0,4,6,930,0,1938,0,98168,47.4822,-122.318,1630,12375,237000.0,60000.0,Buy,34,8,2014,summer,10th Avenue Northeast,NA,NA,King County,Washington,237000.0,260000.0,30.0
19875,42000006,2014-09-10,235000.0,5,1,1500,9282,1,0,0,5,6,1500,0,1966,0,98168,47.4702,-122.281,1520,9639,237000.0,70500.0,Buy,37,9,2014,summer,Beach Drive Northeast,NA,NA,King County,Washington,237000.0,305500.0,30.0
19878,1623049145,2014-09-25,210000.0,2,1,880,9750,1,0,0,5,6,880,0,1938,0,98168,47.4885,-122.298,1220,9406,237000.0,63000.0,Buy,39,9,2014,summer,Northeast 150th Street,2798,NA,King County,Washington,237000.0,273000.0,30.0
19880,6404600006,2014-08-20,173250.0,3,2,1210,9097,1,0,0,4,7,1210,0,1954,0,98168,47.4849,-122.303,1360,10125,237000.0,51975.0,Buy,34,8,2014,summer,Northeast 150th Street,NA,NA,King County,Washington,237000.0,225225.0,30.0
19885,3229200040,2014-07-23,215000.0,3,1,1430,13399,1,0,0,4,7,900,530,1946,0,98168,47.4787,-122.275,1720,6415,237000.0,64500.0,Buy,30,7,2014,summer,NA,NA,NA,King County,Washington,237000.0,279500.0,30.0
19893,8100000090,2014-11-11,256000.0,3,2,1480,7200,2,0,0,5,7,1480,0,1995,0,98010,47.3126,-122.023,1350,7200,359999.0,25600.0,Buy,46,11,2014,fall,Snoqualmie Valley Loop,NA,NA,King County,Washington,248625.0,281600.0,10.0
19894,844001140,2014-10-28,206000.0,3,1,1050,5233,1,0,0,5,5,1050,0,1906,0,98010,47.3106,-121.999,970,7500,359999.0,61800.0,Buy,44,10,2014,fall,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,248625.0,267800.0,30.0
19895,2522069064,2014-10-27,135000.0,2,1,1220,7250,1,0,0,4,6,1220,0,1914,0,98010,47.3585,-121.975,1350,20250,359999.0,40500.0,Buy,44,10,2014,fall,272nd Place Northeast,15229,NA,King County,Washington,248625.0,175500.0,30.0
19897,844000425,2014-12-23,199999.0,3,1,960,10815,1,0,0,5,5,960,0,1900,0,98010,47.3091,-122.006,1330,10815,359999.0,59999.70000000001,Buy,52,12,2014,fall,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,248625.0,259998.7,30.000000000000004
19898,1021079099,2014-11-06,345000.0,3,2,1990,20466,1,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,359999.0,34500.0,Buy,45,11,2014,fall,330th Way Northeast,15898,NA,King County,Washington,248625.0,379500.0,10.0
19900,3622069050,2014-11-21,212644.0,3,1,1570,9650,1,0,0,5,5,1570,0,1922,0,98010,47.3531,-121.982,1330,9650,359999.0,63793.20000000001,Buy,47,11,2014,fall,Northeast Valley Street,26600,NA,King County,Washington,248625.0,276437.2,30.000000000000004
19905,8079100370,2014-11-07,574000.0,3,2,2060,7000,1,0,0,4,9,2060,0,1988,0,98029,47.5644,-122.012,2110,7000,574500.0,172200.0,Buy,45,11,2014,fall,West Snoqualmie Valley Road Northeast,NA,NA,King County,Washington,575000.0,746200.0,30.0
19908,3904901450,2014-11-20,445000.0,3,2,1850,4050,2,0,0,4,7,1850,0,1985,0,98029,47.5669,-122.017,1650,4468,574500.0,133500.0,Buy,47,11,2014,fall,West Snoqualmie Valley Road Northeast,NA,NA,King County,Washington,575000.0,578500.0,30.0
19912,3904910050,2014-10-23,515000.0,3,2,1440,4394,1,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893,574500.0,154500.0,Buy,43,10,2014,fall,Bear Point Trail,NA,NA,King County,Washington,575000.0,669500.0,30.0
19918,3904920600,2014-11-05,560000.0,3,2,2280,12498,2,0,0,4,9,2280,0,1987,0,98029,47.5688,-122.014,2330,8844,574500.0,168000.0,Buy,45,11,2014,fall,West Snoqualmie Valley Road Northeast,14958,NA,King County,Washington,575000.0,728000.0,30.0
19929,8665050220,2014-10-21,459000.0,3,2,1780,4000,2,0,0,4,8,1780,0,1995,0,98029,47.5677,-122.003,1730,4000,574500.0,137700.0,Buy,43,10,2014,fall,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,575000.0,596700.0,30.0
19947,6082400260,2014-11-12,231500.0,2,1,1200,9488,1,0,0,5,7,1200,0,1941,0,98168,47.4832,-122.299,1200,9488,237000.0,69450.0,Buy,46,11,2014,fall,27th Avenue Northeast,15056,NA,King County,Washington,233025.0,300950.0,30.0
19955,3361401025,2014-11-26,207000.0,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,6120,237000.0,62100.0,Buy,48,11,2014,fall,11th Avenue Northeast,15129,NA,King County,Washington,233025.0,269100.0,30.0
19961,3361402041,2014-10-30,134000.0,3,1,1270,8508,1,0,0,4,6,650,620,1942,0,98168,47.4961,-122.322,1200,9415,237000.0,40200.0,Buy,44,10,2014,fall,6th Avenue Northeast,15038,NA,King County,Washington,233025.0,174200.0,30.0
19970,923049400,2014-11-19,185000.0,2,1,1390,11340,1,0,0,4,7,1390,0,1969,0,98168,47.4969,-122.3,1200,10224,237000.0,55500.0,Buy,47,11,2014,fall,Northeast 150th Street,2646,NA,King County,Washington,233025.0,240500.0,30.0
19973,8018600980,2014-12-03,187250.0,2,1,710,14700,1,0,0,5,6,710,0,1926,0,98168,47.4939,-122.318,1320,14700,237000.0,56175.0,Buy,49,12,2014,fall,10th Avenue Northeast,NA,NA,King County,Washington,233025.0,243425.0,30.0
19982,7710100083,2015-02-04,225000.0,3,1,1020,8437,1,0,0,5,6,1020,0,1987,0,98022,47.2093,-122.0,1420,8500,279500.0,67500.0,Buy,6,2,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,292500.0,30.0
19985,2420069017,2015-03-24,152900.0,1,1,900,4368,1,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000,279500.0,45870.0,Buy,13,3,2015,winter,Snoqualmie Valley Trail,NA,NA,King County,Washington,278500.0,198770.0,30.0
19986,1645000310,2015-02-25,235000.0,3,1,1300,7600,1,0,0,4,7,1300,0,1963,0,98022,47.2083,-122.005,1570,7600,279500.0,70500.0,Buy,9,2,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,305500.0,30.0
19988,2420069251,2015-02-25,262000.0,1,0,520,12981,1,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,279500.0,78600.0,Buy,9,2,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,340600.0,30.0
19991,5602000025,2015-02-26,251000.0,3,2,1200,10212,1,0,0,5,6,1200,0,1949,0,98022,47.206,-121.998,1280,10212,279500.0,75300.0,Buy,9,2,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,326300.0,30.0
19994,6802200100,2015-01-15,271900.0,3,2,1450,8771,2,0,0,4,7,1450,0,1991,0,98022,47.1947,-121.989,1450,8653,279500.0,81570.0,Buy,3,1,2015,winter,Snoqualmie Valley Trail,NA,NA,King County,Washington,278500.0,353470.0,30.0
19995,2320069206,2015-03-25,219000.0,3,1,1250,8276,1,0,0,5,6,1250,0,1939,0,98022,47.2092,-121.997,1250,8792,279500.0,65700.0,Buy,13,3,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,284700.0,30.0
19999,5595900280,2015-03-18,235000.0,3,1,1050,7670,1,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.996,1220,7670,279500.0,70500.0,Buy,12,3,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,305500.0,30.0
20000,9321010130,2015-03-12,278500.0,3,1,1390,8980,1,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085,279500.0,27850.0,Buy,11,3,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,306350.0,10.0
20002,2938200170,2015-03-20,265000.0,4,2,1600,10160,1,0,0,4,7,1600,0,1972,0,98022,47.2015,-122.003,1540,9352,279500.0,79500.0,Buy,12,3,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,344500.0,30.0
20003,1320069163,2015-03-04,243000.0,3,1,1480,15416,1,0,2,4,8,1480,0,1955,0,98022,47.2142,-121.987,1190,10758,279500.0,72900.0,Buy,10,3,2015,winter,Northeast Valley Street,26321,NA,King County,Washington,278500.0,315900.0,30.0
20006,2781320100,2015-03-09,245000.0,3,1,1670,24650,1,0,0,4,7,1670,0,1974,0,98022,47.1764,-122.026,1810,19465,279500.0,73500.0,Buy,11,3,2015,winter,Northeast 152nd Place,23516,NA,King County,Washington,278500.0,318500.0,30.0
20007,6018500120,2015-02-20,210000.0,2,1,900,5000,1,0,0,5,6,900,0,1930,1990,98022,47.2008,-121.995,1150,5000,279500.0,63000.0,Buy,8,2,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,273000.0,30.0
20010,1645000100,2015-01-29,188000.0,3,1,1140,8500,1,0,0,4,7,1140,0,1964,0,98022,47.2093,-122.005,1600,8500,279500.0,56400.0,Buy,5,1,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,244400.0,30.0
20013,5595900316,2015-01-29,231000.0,4,1,1220,5120,1,0,0,5,6,1220,0,1940,0,98022,47.205,-121.996,1540,7670,279500.0,69300.0,Buy,5,1,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,300300.0,30.0
20015,6802210210,2015-03-03,273000.0,3,2,1230,11601,1,0,0,4,7,910,320,1992,0,98022,47.1955,-121.991,1820,8465,279500.0,81900.0,Buy,10,3,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,354900.0,30.0
20023,8091600080,2015-01-23,225000.0,3,1,1120,8407,1,0,0,5,6,1120,0,1987,0,98022,47.2051,-122.006,1250,8658,279500.0,67500.0,Buy,4,1,2015,winter,Northeast Woodinville-Duvall Road,NA,NA,King County,Washington,278500.0,292500.0,30.0
20026,5706500385,2015-01-29,200000.0,2,1,1400,9600,1,0,0,4,6,1400,0,1941,0,98022,47.2113,-121.993,1230,9600,279500.0,60000.0,Buy,5,1,2015,winter,West Snoqualmie River Road Northeast,NA,NA,King County,Washington,278500.0,260000.0,30.0
20036,1387301360,2014-12-22,411800.0,4,2,2190,6800,1,0,0,5,7,1340,850,1969,0,98011,47.7367,-122.195,1560,7611,470000.0,123540.0,Buy,52,12,2014,fall,108th Place Northeast,15226,Bothell,King County,Washington,454000.0,535340.0,30.0
20046,9522600120,2014-10-22,449000.0,4,2,2230,8440,2,0,0,4,8,2230,0,1968,0,98011,47.7558,-122.217,2160,9412,470000.0,134700.0,Buy,43,10,2014,fall,92nd Place Northeast,15032,Bothell,King County,Washington,454000.0,583700.0,30.0
20050,626059155,2014-12-10,315000.0,3,1,1010,12000,1,0,0,4,7,1010,0,1977,0,98011,47.77,-122.207,1080,10619,470000.0,94500.0,Buy,50,12,2014,fall,101st Place Northeast,15111,Bothell,King County,Washington,454000.0,409500.0,30.0
20056,526059199,2014-10-22,398000.0,3,1,1890,16001,1,0,0,4,7,1890,0,1950,0,98011,47.7663,-122.201,1820,11450,470000.0,119400.0,Buy,43,10,2014,fall,104th Avenue Northeast,15021,Bothell,King County,Washington,454000.0,517400.0,30.0
20058,826059152,2014-11-17,435000.0,5,1,2170,65340,1,0,0,4,7,1670,500,1930,0,98011,47.7555,-122.204,3170,12884,470000.0,130500.0,Buy,47,11,2014,fall,Northeast 151st Street,10200,Bothell,King County,Washington,454000.0,565500.0,30.0
20059,968000120,2014-11-12,395000.0,3,2,1470,10125,1,0,0,4,7,1470,0,1962,0,98011,47.7751,-122.222,1440,10125,470000.0,118500.0,Buy,46,11,2014,fall,Simonds Road Northeast,15033,NA,King County,Washington,454000.0,513500.0,30.0
20062,1387301350,2014-11-23,402000.0,3,2,1720,7704,1,0,0,4,7,1160,560,1969,0,98011,47.7368,-122.195,1620,7600,470000.0,120600.0,Buy,47,11,2014,fall,108th Place Northeast,15226,Bothell,King County,Washington,454000.0,522600.0,30.0
20068,6204200590,2014-10-29,410000.0,3,2,1690,5763,1,0,0,5,7,1180,510,1985,0,98011,47.7336,-122.202,1560,7518,470000.0,123000.0,Buy,44,10,2014,fall,NA,NA,Bothell,King County,Washington,454000.0,533000.0,30.0
20069,8096600100,2014-12-15,455000.0,4,2,2120,9442,1,0,0,5,7,1060,1060,1968,0,98011,47.7675,-122.226,1290,9600,470000.0,45500.0,Buy,51,12,2014,fall,Northeast 150th Place,8515,NA,King County,Washington,454000.0,500500.0,10.0
